index,wiki_name,wiki_artist,year,sp_id,sp_name,sp_artist,duration,audio_features,flag
3151,"""hold on""",wilson phillips,1990,4VZDv8sASBS8UruUBGTFdk,hold on,wilson phillips,266866,"{'danceability': 0.679, 'energy': 0.657, 'key': 5, 'loudness': -9.897, 'mode': 1, 'speechiness': 0.0255, 'acousticness': 0.4, 'instrumentalness': 0, 'liveness': 0.0497, 'valence': 0.546, 'tempo': 97.8}",0
3152,"""it must have been love""",roxette,1990,6kvoHl80mfCVTv7XnZkjQn,"it must have been love - from the film ""pretty woman""",roxette,258786,"{'danceability': 0.52, 'energy': 0.652, 'key': 5, 'loudness': -6.655, 'mode': 1, 'speechiness': 0.0274, 'acousticness': 0.34, 'instrumentalness': 5.49e-05, 'liveness': 0.256, 'valence': 0.722, 'tempo': 80.609}",0
3153,"""nothing compares 2 u""",sinéad o'connor,1990,3nvuPQTw2zuFAVuLsC9IYQ,nothing compares 2 u,sinéad oconnor,280040,"{'danceability': 0.511, 'energy': 0.574, 'key': 5, 'loudness': -7.016, 'mode': 1, 'speechiness': 0.0273, 'acousticness': 0.0425, 'instrumentalness': 2.33e-05, 'liveness': 0.105, 'valence': 0.161, 'tempo': 119.917}",0
3154,"""poison""",bell biv devoe,1990,6m59VvDUi0UQsB2eZ9wVbH,poison,bell biv devoe,261853,"{'danceability': 0.84, 'energy': 0.56, 'key': 6, 'loudness': -10.53, 'mode': 0, 'speechiness': 0.21, 'acousticness': 0.00195, 'instrumentalness': 0.00417, 'liveness': 0.633, 'valence': 0.775, 'tempo': 111.815}",0
3155,"""vogue""",madonna,1990,27QvYgBk0CHOVHthWnkuWt,vogue,madonna,316813,"{'danceability': 0.737, 'energy': 0.88, 'key': 6, 'loudness': -6.449, 'mode': 1, 'speechiness': 0.0433, 'acousticness': 0.00379, 'instrumentalness': 0.00351, 'liveness': 0.417, 'valence': 0.329, 'tempo': 115.998}",0
3156,"""vision of love""",mariah carey,1990,0gLQ6jhJsyYfl7PrD1RZ7X,vision of love,mariah carey,209293,"{'danceability': 0.256, 'energy': 0.464, 'key': 5, 'loudness': -10.959, 'mode': 1, 'speechiness': 0.0382, 'acousticness': 0.433, 'instrumentalness': 0, 'liveness': 0.121, 'valence': 0.355, 'tempo': 205.362}",0
3157,"""another day in paradise""",phil collins,1990,1NCuYqMc8hKMb4cpNTcJbD,another day in paradise - 2016 remaster,phil collins,322133,"{'danceability': 0.78, 'energy': 0.565, 'key': 3, 'loudness': -7.32, 'mode': 0, 'speechiness': 0.0306, 'acousticness': 0.736, 'instrumentalness': 0.00269, 'liveness': 0.063, 'valence': 0.365, 'tempo': 101.967}",0
3158,"""hold on""",en vogue,1990,3ZqjDpr3qCZnZBPcd0Hpj2,hold on,en vogue,304466,"{'danceability': 0.728, 'energy': 0.464, 'key': 1, 'loudness': -11.156, 'mode': 1, 'speechiness': 0.0605, 'acousticness': 0.0865, 'instrumentalness': 0, 'liveness': 0.343, 'valence': 0.383, 'tempo': 96.944}",0
3159,"""cradle of love""",billy idol,1990,5TSANSqPTD6nBG0NSJWmVB,cradle of love,billy idol,281466,"{'danceability': 0.612, 'energy': 0.942, 'key': 3, 'loudness': -4.588, 'mode': 1, 'speechiness': 0.0399, 'acousticness': 0.0163, 'instrumentalness': 3.9e-06, 'liveness': 0.0909, 'valence': 0.622, 'tempo': 144.038}",0
3160,"""blaze of glory""",jon bon jovi,1990,1sUTfgduT0WIQO8kXKXxLC,"blaze of glory - from ""young guns ii"" soundtrack",jon bon jovi,335240,"{'danceability': 0.55, 'energy': 0.618, 'key': 7, 'loudness': -9.822, 'mode': 1, 'speechiness': 0.0307, 'acousticness': 0.0564, 'instrumentalness': 2.62e-05, 'liveness': 0.0937, 'valence': 0.429, 'tempo': 78.61}",0
3161,"""do me!""",bell biv devoe,1990,3an1aoJKoBXJKoIfdDbVwf,do me!,bell biv devoe,272440,"{'danceability': 0.716, 'energy': 0.772, 'key': 10, 'loudness': -6.816, 'mode': 0, 'speechiness': 0.037, 'acousticness': 0.134, 'instrumentalness': 2.15e-06, 'liveness': 0.35, 'valence': 0.671, 'tempo': 107.823}",0
3162,"""how am i supposed to live without you""",michael bolton,1990,3RMeOetCdXttthQK0clPuz,how am i supposed to live without you,michael bolton,255666,"{'danceability': 0.541, 'energy': 0.44, 'key': 10, 'loudness': -12.206, 'mode': 1, 'speechiness': 0.031, 'acousticness': 0.191, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.232, 'tempo': 140.273}",0
3163,"""pump up the jam""",technotronic,1990,21qnJAMtzC6S5SESuqQLEK,pump up the jam,technotronic,320306,"{'danceability': 0.885, 'energy': 0.844, 'key': 10, 'loudness': -9.225, 'mode': 0, 'speechiness': 0.0733, 'acousticness': 0.0147, 'instrumentalness': 4.49e-06, 'liveness': 0.0494, 'valence': 0.715, 'tempo': 124.602}",0
3164,"""opposites attract""",paula abdul,1990,7z38bideBRvGAgjXe2SECm,opposites attract,paula abdul,265373,"{'danceability': 0.783, 'energy': 0.842, 'key': 1, 'loudness': -8.838, 'mode': 1, 'speechiness': 0.054, 'acousticness': 0.0337, 'instrumentalness': 2.57e-06, 'liveness': 0.0519, 'valence': 0.933, 'tempo': 117.79}",0
3165,"""escapade""",janet jackson,1990,5HAv1Ckfe50DUjv8ghwTrz,escapade,janet jackson,283933,"{'danceability': 0.806, 'energy': 0.954, 'key': 1, 'loudness': -6.741, 'mode': 1, 'speechiness': 0.0514, 'acousticness': 0.0259, 'instrumentalness': 0.000617, 'liveness': 0.176, 'valence': 0.701, 'tempo': 115.229}",0
3166,"""all i wanna do is make love to you""",heart,1990,5YjKdeES9QRJ8NmF4Xc8pV,all i wanna do is make love to you,heart,310893,"{'danceability': 0.626, 'energy': 0.746, 'key': 7, 'loudness': -8.832, 'mode': 1, 'speechiness': 0.0282, 'acousticness': 0.16, 'instrumentalness': 0, 'liveness': 0.0618, 'valence': 0.8, 'tempo': 102.896}",0
3167,"""close to you""",maxi priest,1990,33I3oS8UkebR3KRvqxD9X0,close to you,maxi priest,325800,"{'danceability': 0.781, 'energy': 0.478, 'key': 6, 'loudness': -15.427, 'mode': 1, 'speechiness': 0.0561, 'acousticness': 0.0849, 'instrumentalness': 3.93e-06, 'liveness': 0.0877, 'valence': 0.962, 'tempo': 95.992}",0
3168,"""black velvet""",alannah myles,1990,1KU5EHSz04JhGg3rReGJ0N,black velvet,alannah myles,287440,"{'danceability': 0.754, 'energy': 0.366, 'key': 8, 'loudness': -10.07, 'mode': 1, 'speechiness': 0.0312, 'acousticness': 0.273, 'instrumentalness': 9.04e-05, 'liveness': 0.106, 'valence': 0.469, 'tempo': 91.147}",0
3169,"""release me""",wilson phillips,1990,1rIy3lkFJnMsTLZpxFmYU8,release me,wilson phillips,295693,"{'danceability': 0.724, 'energy': 0.471, 'key': 0, 'loudness': -11.143, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.448, 'instrumentalness': 2.5e-06, 'liveness': 0.218, 'valence': 0.442, 'tempo': 97.211}",0
3170,"""dont know much""",linda ronstadt featuring aaron neville,1990,5z3ZDMP02xF33yCvPFnct3,dont know much (with aaron neville),linda ronstadt,211973,"{'danceability': 0.401, 'energy': 0.285, 'key': 11, 'loudness': -11.005, 'mode': 1, 'speechiness': 0.0327, 'acousticness': 0.657, 'instrumentalness': 1.13e-05, 'liveness': 0.158, 'valence': 0.267, 'tempo': 130.465}",0
3171,"""all around the world""",lisa stansfield,1990,1DapqOfkDAQCiKnvfwKo0g,all around the world - remastered,lisa stansfield,265760,"{'danceability': 0.671, 'energy': 0.914, 'key': 1, 'loudness': -4.598, 'mode': 1, 'speechiness': 0.107, 'acousticness': 0.573, 'instrumentalness': 2.77e-06, 'liveness': 0.0856, 'valence': 0.806, 'tempo': 101.201}",0
3172,"""i wanna be rich""",calloway,1990,5bqNu0YfNOZpgl34bcJiFQ,i wanna be rich,calloway,304200,"{'danceability': 0.733, 'energy': 0.781, 'key': 0, 'loudness': -10.265, 'mode': 1, 'speechiness': 0.0857, 'acousticness': 0.0352, 'instrumentalness': 0.00793, 'liveness': 0.147, 'valence': 0.869, 'tempo': 114.181}",0
3173,"""rub you the right way""",johnny gill,1990,40xz60ciGIpsRtDqRfPKBE,rub you the right way,johnny gill,332306,"{'danceability': 0.66, 'energy': 0.873, 'key': 10, 'loudness': -6.952, 'mode': 1, 'speechiness': 0.0461, 'acousticness': 0.0152, 'instrumentalness': 0.00324, 'liveness': 0.331, 'valence': 0.864, 'tempo': 111.872}",0
3174,"""she aint worth it""",glenn medeiros featuring bobby brown,1990,3Mn0WiIUimQrekCDxzaCGV,she aint worth it,glenn medeiros,218840,"{'danceability': 0.782, 'energy': 0.881, 'key': 1, 'loudness': -7.763, 'mode': 1, 'speechiness': 0.064, 'acousticness': 0.0424, 'instrumentalness': 0, 'liveness': 0.125, 'valence': 0.908, 'tempo': 102.488}",0
3175,"""if wishes came true""",sweet sensation,1990,5gAdATsfINRIljv4LbrKX2,if wishes came true,sweet sensation,315160,"{'danceability': 0.493, 'energy': 0.453, 'key': 3, 'loudness': -10.878, 'mode': 1, 'speechiness': 0.0248, 'acousticness': 0.0944, 'instrumentalness': 0.00467, 'liveness': 0.1, 'valence': 0.188, 'tempo': 143.725}",0
3176,"""the power""",snap!,1990,0nQLxiNGbbUoSGrxksETLm,the power,snap!,228993,"{'danceability': 0.74, 'energy': 0.88, 'key': 0, 'loudness': -7.693, 'mode': 1, 'speechiness': 0.0624, 'acousticness': 0.0434, 'instrumentalness': 0.00803, 'liveness': 0.341, 'valence': 0.707, 'tempo': 108.899}",0
3177,"""(cant live without your) love and affection""",nelson,1990,3JjY2L2bqql54j1SjnjQ23,(cant live without your) love and affection - remastered 2017,nelson,236435,"{'danceability': 0.541, 'energy': 0.904, 'key': 1, 'loudness': -6.384, 'mode': 1, 'speechiness': 0.0404, 'acousticness': 0.0423, 'instrumentalness': 0, 'liveness': 0.0589, 'valence': 0.833, 'tempo': 121.386}",0
3178,"""love will lead you back""",taylor dayne,1990,3HLgjHYaEhKFvV4SSvI9Te,love will lead you back,taylor dayne,277600,"{'danceability': 0.547, 'energy': 0.513, 'key': 1, 'loudness': -7.006, 'mode': 1, 'speechiness': 0.0267, 'acousticness': 0.201, 'instrumentalness': 0, 'liveness': 0.0866, 'valence': 0.2, 'tempo': 73.214}",0
3179,"""dont wanna fall in love""",jane child,1990,6eozUVzr02EXMji1vuxgiP,dont wanna fall in love,jane child,247840,"{'danceability': 0.708, 'energy': 0.681, 'key': 1, 'loudness': -11.226, 'mode': 1, 'speechiness': 0.0422, 'acousticness': 0.0152, 'instrumentalness': 3.43e-05, 'liveness': 0.0373, 'valence': 0.814, 'tempo': 111.574}",0
3180,"""two to make it right""",seduction,1990,6GS6uE1vDmtzxO8GztAR2O,two to make it right,seduction,282266,"{'danceability': 0.772, 'energy': 0.598, 'key': 7, 'loudness': -10.857, 'mode': 0, 'speechiness': 0.0429, 'acousticness': 0.204, 'instrumentalness': 0.00345, 'liveness': 0.513, 'valence': 0.717, 'tempo': 114.419}",0
3181,"""sending all my love""",linear,1990,6zNPPFFrxmhpTQejOn1Wm1,sending all my love,linear,234066,"{'danceability': 0.703, 'energy': 0.517, 'key': 7, 'loudness': -13.644, 'mode': 1, 'speechiness': 0.0529, 'acousticness': 0.000407, 'instrumentalness': 0.0969, 'liveness': 0.0963, 'valence': 0.768, 'tempo': 104.833}",0
3182,"""unskinny bop""",poison,1990,1Z6lKdYhwp8WYoBqGCKxlM,unskinny bop,poison,228066,"{'danceability': 0.574, 'energy': 0.93, 'key': 1, 'loudness': -2.949, 'mode': 1, 'speechiness': 0.0413, 'acousticness': 0.0657, 'instrumentalness': 7.78e-06, 'liveness': 0.108, 'valence': 0.69, 'tempo': 92.303}",0
3183,"""step by step""",new kids on the block,1990,6J6RWKCPN5RFKHUKEUFjxS,step by step,new kids on the block,267293,"{'danceability': 0.787, 'energy': 0.63, 'key': 0, 'loudness': -12.295, 'mode': 1, 'speechiness': 0.0609, 'acousticness': 0.0274, 'instrumentalness': 6.69e-06, 'liveness': 0.161, 'valence': 0.882, 'tempo': 125.347}",0
